OverallQual,YearBuilt,GrLivArea,SalePrice
5,1925,764,73000
5,1904,1539,157500
5,1948,1323,122600
5,1910,1360,111000
6,1920,2792,256000
5,1940,672,64000
6,1915,1456,139500
4,1910,1594,118000
7,2003,2082,200000
4,1940,1656,119164
5,1920,1740,122250
7,1920,1027,120000
6,1940,1436,155000
5,1910,899,78000
5,1890,1080,95000
5,1948,789,115000
5,1948,1122,147000
5,1946,1499,140000
2,1946,407,46500
5,1957,928,112500
4,1954,901,107900
3,1949,1588,65000
7,1880,3493,295000
5,1900,1627,139500
5,1915,1416,153900
7,1920,1450,132000
5,1916,1344,98000
5,1900,1017,114000
5,1920,2350,130000
6,1917,2058,129500
5,1905,1540,129400
7,1928,1378,161000
6,1905,1912,163000
6,1914,1484,128000
8,1872,2358,122000
7,1926,1111,116900
10,1893,2775,325000
2,1920,1086,55000
7,1890,2495,184000
5,1959,984,110000
5,1954,1795,131500
5,1956,882,97000
4,1958,1093,115500
5,1928,1143,138000
7,1945,1668,108000
5,1930,935,79500
5,1935,1738,153000
5,1924,784,109500
5,1941,1210,124000
6,1900,1290,106900
6,1940,1672,164900
5,1924,949,119000
6,1929,1158,120000
6,1937,1497,157000
6,1939,1342,105000
6,1926,1013,113000
5,1920,1216,115000
4,1946,896,79000
4,1929,1136,123000
5,1945,808,81300
5,1930,1573,162900
7,1939,2009,150000
5,1923,1902,123500
7,1931,1774,129900
6,1920,1362,128000
4,1927,520,68500
5,1948,1285,127000
6,1923,1848,207000
7,1925,1820,184000
6,1915,1716,162500
5,1940,1505,145000
6,1918,838,130000
6,1910,1984,160000
8,1925,1666,161000
6,1910,1609,127500
6,1930,768,93850
6,1952,1536,136000
6,1938,1969,141000
5,1915,1308,120000
6,1925,1040,127500
6,1925,1236,127000
6,1920,1406,89500
5,1955,825,125000
6,1920,1198,79900
5,1912,759,85000
3,1915,1344,82375
6,1906,1469,135000
5,1947,1054,124000
5,1968,1211,134000
5,1948,1271,135000
4,1959,1588,134432
5,1940,1355,127500
5,1963,1075,148000
5,1965,1040,129500
6,1978,1096,157500
5,1966,904,109900
5,1967,992,145000
5,1967,894,130000
6,1978,1034,153000
5,1967,1073,120000
5,1984,1126,152000
4,1969,1258,108959
5,1920,1140,95541
5,1959,1006,80000
5,1966,1228,149350
5,1963,960,144900
6,1956,1188,185000
5,1954,1383,165000
6,1960,1252,235000
5,1958,1601,140000
5,1940,672,108000
5,1960,1721,145000
5,1941,1350,152400
5,1970,904,144000
6,1996,1291,173000
7,1977,2022,192000
7,1979,1524,245000
7,1954,1363,241500
4,1954,1663,256000
6,1959,1357,177000
7,1948,1079,125600
6,1953,1094,155000
6,1908,2358,240000
5,1940,1518,260000
6,1918,1674,185000
6,1935,2108,235000
5,1956,1509,159900
5,1975,864,99600
6,1962,1269,134500
5,1900,1367,119000
5,1910,1347,107500
5,1950,1164,125000
6,1924,1096,79000
5,1941,1111,95000
7,1990,2329,262280
6,1995,2814,260000
7,1994,1626,226500
7,1993,2200,225000
7,1996,2037,229000
7,2007,1356,177439
8,2007,1615,248500
9,2008,2276,475000
9,2008,1766,395039
7,1993,2097,228000
8,1995,1511,225000
6,1966,1643,195000
6,1997,1688,200000
5,1994,990,155000
5,1995,1099,144000
5,1994,990,145000
7,1997,1418,226001
6,1997,1771,215700
7,2000,1652,207500
7,1999,1790,193000
7,1998,1724,188000
7,1999,1479,191000
7,2002,1494,221000
7,2001,1792,231500
7,2000,1823,235000
7,2001,1786,223500
5,1975,938,130250
5,1977,985,149900
5,1978,1174,158000
6,1978,1026,147000
5,1975,1076,143195
5,1975,1558,163000
5,1975,924,110000
5,1972,864,127000
5,1972,780,124900
8,2002,1795,230000
8,2002,2031,237000
7,2000,1865,235000
7,2001,2161,230500
8,1999,1852,230000
7,1998,2031,222500
8,2001,2263,287000
9,2001,1947,274000
8,2002,1786,300000
8,2002,2290,255900
7,2003,1768,224900
7,2003,2327,240000
7,2003,1640,183000
8,1999,1764,207000
7,1994,1908,210000
6,2003,848,136500
6,2004,848,145000
6,1997,1493,208900
6,1997,1838,185000
7,2002,1536,214000
7,2003,1710,208500
7,2004,1445,186500
7,2004,1436,210000
7,2004,1582,185900
8,2007,1234,179900
7,2007,1564,218836
7,2007,1361,193000
7,2005,1456,189000
6,2004,848,149300
6,2004,848,141000
6,2004,848,149000
6,2004,848,144500
5,1910,796,85000
5,1900,2200,145900
5,1966,1092,123000
5,1965,1256,147500
5,1976,1033,165000
6,1976,1127,135000
5,1940,996,108000
4,1972,1181,137500
7,2003,1656,165400
6,1977,1117,147000
6,1976,1398,160500
4,2005,1132,176000
5,1959,3820,284700
10,2008,5642,160000
6,2005,1072,148000
4,1955,1152,82000
4,1955,1152,82000
4,1955,1440,118000
4,1955,1152,82500
4,1955,784,91900
5,1938,1053,120000
5,1947,1137,96000
4,1953,930,99000
5,1946,1200,130500
4,1954,1470,135000
5,1955,1393,135500
4,1954,1204,100000
4,1923,1292,108000
5,1925,864,98000
3,1914,864,67000
5,1912,1716,135900
6,1925,1482,140000
5,1939,2192,179500
6,1925,1694,136500
7,1921,1424,168000
5,1911,1964,130000
5,1921,2601,189000
6,1930,1920,161900
6,1926,1316,145000
6,1922,2555,191000
6,1915,1680,177000
6,1914,1264,147500
6,1930,790,91000
8,1925,1512,231000
6,1936,1639,115000
6,1923,1603,138000
7,1931,1502,149000
6,1934,1660,188700
5,1937,1938,198000
5,1938,1374,110000
6,1951,1091,104000
8,1935,1873,257076
8,1935,3447,381000
7,1939,1954,311500
7,1950,2161,263400
5,1956,1898,236500
6,1954,1640,224000
6,1980,1032,116500
6,1980,1556,151000
6,1926,919,126000
6,1940,1090,120000
4,1922,796,55000
6,1930,816,120500
5,1940,778,120500
5,1930,1200,119000
5,1967,1656,126000
5,1930,912,99500
5,1958,1955,165500
1,1952,733,13100
4,1895,1361,89000
4,1920,1317,40000
4,1910,1049,80900
3,1935,894,81000
4,1920,864,65000
8,2008,1652,392500
8,2007,1648,294464
7,2004,1646,250000
8,2004,1646,275000
7,1996,2032,300000
8,2002,1689,271000
7,1996,1820,213000
6,1977,1118,171000
6,1977,1279,171500
5,1976,1872,100000
4,1991,1689,228500
5,1965,1786,228950
7,1986,1501,241500
8,1976,2898,287000
8,2006,1537,294000
8,2007,1646,293077
8,2007,1780,264966
5,2006,1442,172500
5,2006,1394,167500
7,2008,1612,218689
6,1989,1495,150000
6,1986,1651,184000
6,1986,1256,180000
6,1988,1509,175000
8,2003,1440,232500
6,1999,1675,195000
8,2003,2262,305000
8,2007,1728,298751
8,2005,1964,370000
7,1997,1344,209200
7,1997,1344,206300
5,2007,1092,146000
6,1997,1189,160500
4,1964,1200,173000
5,1975,1040,124000
5,1976,1304,115000
5,1976,1475,129500
4,1973,988,105000
4,1973,988,94900
5,1968,1160,152500
6,1970,1092,98000
4,1972,630,81000
5,1954,988,113000
5,1983,816,128500
5,1984,923,119500
5,1982,816,130500
5,1982,816,138000
5,1982,845,134500
6,1940,1750,160000
5,1984,889,137500
5,1969,1968,172000
5,1900,1836,103000
6,1971,1587,167300
7,1970,1277,167000
7,1973,2223,244000
8,1970,2217,268000
7,2003,1733,225000
6,1995,1572,168000
6,1997,1470,177000
6,1997,1600,169000
6,1997,1384,161500
8,2000,1652,251000
6,1994,1694,160000
6,1999,1714,180000
7,1996,1553,178750
7,1995,1253,176000
6,1999,2299,204000
7,1992,1187,160000
7,1991,1472,160000
7,1992,1482,163900
6,1993,1642,168000
6,1964,1128,154204
8,1986,1088,170000
7,1984,2090,207500
8,1988,1179,182000
8,1990,1321,212000
9,2005,1922,377426
8,2005,2541,349265
9,2006,2338,591587
5,1969,1424,155000
9,2006,1612,319900
8,2007,1419,392000
8,2006,2234,441929
10,2006,2042,455000
6,1981,1440,182900
6,1984,1284,174000
6,1984,1868,178000
7,1981,1479,176000
7,1978,1664,213000
7,1979,1930,192000
7,1977,1969,190000
6,1976,2030,195000
6,1978,1032,148000
6,1984,1177,151500
7,1979,1725,197000
6,1979,1353,192350
5,1969,1620,152000
6,1971,1220,170000
5,1971,1484,175000
6,1968,1743,175000
7,1976,1935,197900
7,1976,1324,174000
6,1974,1877,178900
5,1971,1109,139000
6,1971,981,143250
7,1972,1479,184000
5,1970,1422,155000
5,1970,914,133000
5,1971,950,119500
4,1971,872,123000
4,1971,858,110000
4,1961,914,128000
4,1971,864,120500
7,1998,767,133000
6,2001,1337,155000
6,1997,1337,177000
6,1973,1092,113500
6,1973,1218,113000
6,1973,1218,113700
5,1970,1302,106000
5,1971,1365,122500
6,1976,958,128000
6,1976,1548,155000
7,1978,1055,142500
5,1966,988,129250
9,2006,1816,356000
9,2007,1828,314813
8,2007,1694,318000
8,2006,1694,322400
8,2007,1734,318000
8,2007,2122,345474
9,2006,2121,415298
9,2007,2656,492000
8,2006,2550,338931
10,2005,2046,450000
7,2006,2172,280000
9,2007,2552,479069
8,2006,1973,395000
9,2006,2643,380000
8,2006,1634,250000
8,2006,1976,440000
9,2005,2758,418000
10,2007,2290,500067
8,2007,2152,260116
8,2004,2473,317000
8,2007,2100,319500
8,2007,2161,325624
9,2006,1802,372000
8,2004,2956,342000
8,2004,2468,354000
8,2003,2385,350000
8,2003,2374,285000
8,2007,1818,281500
7,2005,1614,245700
8,2005,1721,232698
8,2006,1828,250000
6,2005,1362,194700
6,2005,1302,204000
6,2005,1302,200000
6,2005,1362,207000
8,2006,1554,209500
8,2006,1554,209500
8,2006,1370,202500
9,2005,1577,280000
9,2005,1561,277500
9,2007,1869,318061
8,2006,1324,221370
7,2003,1405,200000
6,2007,1496,181755
6,2005,1536,176000
6,2005,1484,178900
7,2006,1458,168165
6,2006,1495,171925
6,2006,1746,198444
6,2005,1326,203000
7,2007,1456,179540
7,2007,1302,176485
7,2007,1340,181134
6,2006,1412,156932
6,2007,1504,166000
7,2007,1456,177594
7,2007,1258,173500
7,2006,1258,172500
7,2006,1402,194201
8,2003,1589,226500
7,2007,1266,185485
7,2004,1530,259000
7,2004,1119,188500
7,2004,1374,175000
7,2004,1959,215000
7,2006,1525,206580
7,2004,1720,183500
7,2003,1394,165500
7,2003,1948,211000
6,2000,1690,181000
7,2002,1995,219500
6,1999,1647,175000
7,2000,1430,170000
7,2003,1320,162000
6,2000,1690,187000
6,1999,1644,185000
10,1996,4476,745000
8,1997,2551,384500
8,2000,2285,248000
10,2001,2633,466500
9,1998,3078,410000
8,1998,2582,322500
7,1998,2385,252000
10,1994,4316,755000
7,1996,2013,269790
7,1996,2398,315750
7,1995,2520,290000
8,1995,2531,290000
8,1992,3228,430000
8,1992,2202,263000
8,1996,2538,330000
7,2007,1369,213133
8,2007,1542,260261
9,2006,1905,320000
8,2007,1464,282922
8,2006,1534,215000
10,2007,1966,419005
8,2006,1636,255000
8,2006,1795,147000
7,2007,1528,235876
7,2007,1726,311872
7,2007,1689,248328
8,2006,1588,227000
8,2005,1538,260000
8,2007,1496,225000
7,2005,1506,249000
8,2004,1694,307000
7,2006,1977,250000
8,2006,1830,221300
8,2007,1338,208900
7,2006,1335,210400
8,2007,1792,255000
5,2007,1588,212109
8,2006,1959,270000
8,2007,2610,303477
8,2007,1880,310013
8,2006,1656,249700
7,2007,1761,227875
8,2007,1584,261329
8,2006,1685,253000
6,2004,2443,265000
8,2004,2466,340000
6,2006,1100,146000
7,2006,1143,147000
5,2003,1094,149000
7,2006,1486,181000
6,1994,1721,201000
6,1993,1820,191750
7,2000,1349,179000
7,1998,1494,215000
6,1992,1575,179200
6,1980,1266,128000
5,1983,884,144000
5,1977,2020,144000
5,1977,894,120750
5,1963,970,132500
5,1962,1057,132000
5,1962,999,132500
4,1961,1120,129000
5,1962,1696,143900
5,1968,1040,145000
5,1961,988,128500
5,1967,902,125500
7,1990,2503,300000
7,1974,2167,294000
5,1974,1037,129000
5,1975,1701,171000
6,1973,1055,147000
8,1990,2810,302000
8,1992,2872,285000
8,2004,1378,214000
8,2006,1151,166000
8,2006,1565,193800
7,2006,1352,208900
7,2006,1352,194000
8,2006,1550,207500
7,2006,1241,199900
7,2006,1250,164700
6,1999,1501,176500
6,1999,1458,176000
6,2000,1512,168500
6,2000,1573,177000
6,2000,1525,177000
7,2004,1102,148800
8,1999,1441,174000
7,1997,1950,239000
7,1999,1358,204000
8,2003,2048,301000
8,1998,2362,312500
8,1994,1494,279700
7,1980,2362,255000
5,1978,1432,194000
5,1976,1437,218000
8,1978,1295,213750
6,1976,1855,187000
6,1976,1262,181500
8,1981,2497,373000
5,1977,2620,190000
7,2001,1929,226000
6,1968,1152,143450
6,1970,2411,240050
6,1969,1082,162500
6,1968,1295,164000
7,1972,1610,185000
7,1993,1594,188500
7,1993,2075,255000
5,1976,1680,136905
6,1966,1093,158500
7,1973,1242,175500
6,1963,1052,127000
5,1967,1107,127000
5,1967,1214,143000
5,1965,1073,156000
5,1958,1344,144000
5,1964,1728,119000
4,1964,1224,103000
5,1960,1422,139900
6,1960,958,151500
5,1960,1065,126500
6,1958,1138,145000
5,1958,912,120000
5,1956,1074,124000
5,1959,882,106500
5,1961,1187,140500
5,1961,964,137500
5,1960,894,117600
7,1966,1200,163500
6,1965,1042,161000
6,1964,1302,158000
6,1964,2154,224500
6,1964,1374,147000
6,1959,1652,200000
6,1960,1429,181900
5,1959,1327,150750
4,1962,1224,101800
6,1950,932,124000
5,1940,908,138500
1,1946,334,39300
3,1946,666,64500
3,1945,670,64000
5,1958,808,112000
6,1964,1977,165000
5,1955,1150,144000
5,1948,1920,137000
5,1941,1376,105000
5,1942,1644,146500
5,1968,1560,126000
5,1966,1280,175000
6,1961,1254,158500
5,1958,912,114500
5,1958,1524,144000
6,1965,2380,129000
6,1957,936,141000
5,1956,1008,131000
5,1963,1053,142100
5,1958,1056,139000
6,1958,1442,157900
5,1954,1056,139400
6,1957,1244,150000
5,1960,1144,120000
6,1957,1721,174850
5,1957,922,116000
5,1956,1048,135000
6,1970,1657,163500
5,1955,1411,130000
5,1955,1216,129500
5,1953,1154,142000
5,1958,1560,128600
6,1952,948,125000
6,1953,1040,136000
5,1953,1008,134500
5,1956,925,127000
5,1955,1360,130000
4,1955,1540,115000
5,1955,925,116900
5,1956,928,132000
4,1953,1647,153000
5,1952,924,112500
4,1890,1544,138000
5,1949,893,135000
5,1953,1728,156000
5,1935,3086,301600
5,1940,1034,109000
4,1956,882,103200
4,1925,1281,128500
4,1927,968,64500
5,1895,1534,148000
5,1920,691,86000
7,1963,1651,172000
5,1961,888,120000
6,1968,952,128500
5,1969,2080,135000
5,1949,924,122900
6,1948,1082,119200
6,1949,1846,143000
5,1950,988,119000
5,1950,1238,102000
5,1950,864,129000
5,1960,1134,135000
5,1959,1040,152000
5,1958,1170,140000
5,1960,1242,152000
5,1960,1377,156500
5,1961,1800,141000
5,1961,925,99000
6,1964,1851,187000
5,1962,1812,169500
5,1962,864,125500
5,1962,936,130000
5,1926,960,103000
5,1910,1432,132000
6,1927,1296,127500
5,1922,1022,89500
5,1980,936,140000
5,1920,967,99900
4,1885,1047,100000
5,1940,1072,130000
5,1900,1174,135000
3,1948,1183,120000
4,1937,1131,89471
4,1900,1141,85000
4,1920,960,108500
4,1900,1798,137000
5,1945,866,110500
5,1923,968,100000
8,1910,1772,184900
6,1927,1642,145000
5,1925,1472,125000
5,1910,1232,114000
5,1900,2337,90000
6,1910,1650,144100
6,1880,2210,117500
5,1930,1358,124500
7,1879,2454,185000
6,1910,2291,133900
6,1926,1616,152000
5,1948,1559,153500
7,1890,2554,159500
5,1930,1248,87000
4,1956,968,104500
4,1949,1382,110000
5,1925,1060,136500
5,1950,1435,128250
5,1920,1167,144000
6,1923,1635,210000
5,1939,1274,135000
6,1939,1232,128000
6,1941,1218,131000
5,1939,884,113000
6,1938,1409,126000
5,1939,1322,132000
5,1930,1426,131750
5,1926,1281,132500
5,1920,1513,137500
7,1929,854,132000
6,1931,1367,127500
6,1926,986,102000
6,1918,2264,200000
6,1919,1824,180500
6,1920,1376,165000
5,1926,1316,90000
6,1915,1396,153575
7,1929,1344,140000
6,1916,2526,136000
5,1901,1173,113000
5,1901,1214,117000
7,1931,1818,169500
7,1930,1108,139400
6,1963,2294,202500
6,1914,1355,127000
6,1937,1375,141000
7,1950,1952,212300
6,1915,2180,161000
4,1958,1315,99500
5,1920,1111,101000
4,1916,1196,109900
5,1941,1382,128500
7,1910,1889,122000
5,1930,840,87000
4,1910,1484,50000
7,1937,2267,219000
5,1946,3086,200500
5,1940,1134,126000
5,1942,1282,108500
5,1963,999,130000
5,1964,1452,158450
4,1964,1005,115400
4,1961,1029,118500
5,1964,1020,165000
5,1966,1040,123000
6,1966,913,129000
5,1966,894,125000
5,1968,948,108000
5,1971,868,119900
5,1968,897,115000
5,1967,943,134500
5,1966,955,127000
5,1968,894,129000
6,1977,1285,143500
5,1966,912,129000
5,1956,1375,187000
5,1920,2654,158000
5,1918,1416,112000
7,1940,1302,165250
6,1954,1299,150000
5,1958,1176,137000
4,1945,998,89500
7,1971,1824,302000
6,1984,1522,182000
6,1988,2060,211000
5,1948,1325,216000
5,1953,1630,130000
4,1946,1242,109900
6,1954,2422,255000
6,1950,2158,243000
6,1954,1626,154000
5,1958,864,118000
4,1958,943,80000
4,1977,1440,150000
4,1920,605,86000
5,1984,1038,130000
5,1951,1342,125000
5,1951,1480,136500
4,1920,1362,96000
5,1957,1340,120000
6,1984,1822,228500
7,1990,1442,179900
7,1990,2243,225000
7,1986,2730,301000
7,1991,2127,238000
7,1989,1982,228500
7,1994,1958,220000
7,2007,2696,383970
8,2006,2828,424870
8,2007,1651,250000
8,2006,2140,360000
7,2006,1494,279500
7,2007,1316,200141
8,2007,1651,246500
8,2007,2574,276000
7,2005,1274,203000
7,2006,1456,155835
7,2006,1240,194000
7,2007,1208,195400
7,2005,1546,217000
8,2006,1500,212999
7,2005,1270,175900
7,2005,1795,191000
6,2006,1314,176432
7,1988,2062,277000
7,1988,1873,207000
6,1958,2144,277000
6,1992,1953,240000
6,1966,2087,187500
8,1976,1743,279000
5,1994,1022,139500
5,1994,990,126000
6,1995,1200,177500
6,1997,1308,175000
6,1998,1796,211000
5,1994,990,146000
5,1996,1097,147900
4,1994,990,123600
6,1997,1786,204750
7,1999,1873,235500
7,1998,1753,217000
7,2001,1690,190550
7,2000,1842,217500
7,2003,1479,226000
7,2003,1668,180000
5,1974,894,131000
5,1976,1025,153500
5,1977,1009,160000
5,1977,1040,134900
5,1977,907,130000
5,1975,879,120000
5,1972,882,112500
5,1975,969,122000
5,1972,864,127000
4,1972,875,117000
8,2004,2000,305900
8,2002,2169,228500
7,2000,1673,270000
7,2002,1459,192000
7,2003,1932,213000
7,2002,1729,200000
8,1998,2452,267000
8,1994,1592,228000
8,2001,2439,275000
7,1996,1992,211000
9,2002,1668,285000
8,1995,2090,240000
6,2003,848,131500
8,1999,1341,246900
7,2003,1928,219500
7,2003,1337,185000
7,2007,1476,179400
7,2006,1797,213500
7,2004,1422,179600
7,2005,1190,173500
6,2006,1330,167840
7,2006,1491,168675
5,2005,1536,167000
5,1965,1214,140000
5,1967,936,118500
4,1963,1088,110000
4,1965,960,94750
5,1925,1351,122000
6,1960,1179,110000
6,1990,816,118500
6,1976,1044,133500
6,1976,1113,148000
5,1979,2233,141000
5,2006,1125,155000
5,2005,1090,157000
5,2005,1408,171500
10,2008,5095,183850
10,2007,4676,184750
6,2005,1072,140000
5,1959,960,131750
4,1955,1152,61500
4,1954,948,111000
5,1946,1195,98500
3,1931,774,79000
6,1920,865,108500
4,1954,894,110000
4,1910,1346,112000
4,1955,768,125000
4,1955,864,79275
4,1954,948,119000
6,1914,3395,200000
5,1923,2592,150000
6,1923,1502,165000
5,1926,789,96500
5,1926,1422,136500
6,1921,1298,146500
5,1937,1768,175000
7,1930,1098,148500
6,1921,1436,141500
7,1918,1426,189950
6,1926,1461,135000
7,1941,1646,164000
5,1913,694,90350
5,1910,1250,139000
5,1938,954,119750
6,1946,1958,145000
5,1949,2002,145000
7,1927,1718,238000
5,1951,1226,153500
6,1918,2624,239000
8,1934,3194,359100
4,1930,1755,188000
6,1932,1991,220000
5,1941,1355,140000
8,1932,2727,315000
6,1945,2320,259500
6,1957,1839,257500
7,1940,1740,219500
6,1953,2259,217000
6,1960,1560,201000
6,1968,1488,215000
6,1980,1045,123900
4,1995,1680,170000
8,1988,1020,200000
7,1971,1696,198000
6,1957,2515,200624
8,1986,2726,315000
5,1919,1517,115000
6,1940,1215,141000
5,1941,803,87000
5,1925,1601,129850
4,1939,1123,100000
5,1923,1828,150909
5,1922,816,75200
6,1920,1012,118400
5,1920,1077,67000
5,1950,1558,152000
2,1939,845,68104
5,1895,1991,119600
4,1957,1073,140000
5,1930,1001,124900
8,2006,1625,375000
8,2006,1625,235000
6,1979,1299,183500
6,1978,912,156000
6,1983,1080,134000
5,2002,1392,215000
7,2002,1409,245000
7,1991,1478,210000
7,1975,918,148000
6,1974,1026,143000
7,1987,1501,244000
7,1998,1502,330000
5,1959,1328,170000
6,1958,2279,257000
7,2006,1689,231713
8,2006,1564,267300
8,2006,1484,265900
8,2007,1571,239000
8,2006,1646,248900
7,1985,1240,174000
7,1990,1717,187500
6,1996,1756,204000
8,2001,1312,180500
7,2003,1146,187500
8,2002,1922,282000
6,1996,1491,178000
8,2002,1629,270000
7,2003,2486,279900
5,1963,1572,186700
8,2006,1776,283463
10,2006,1824,392000
8,2005,2482,281213
5,2007,1120,147000
3,1953,2034,130000
6,1996,936,140000
4,1963,1040,132250
5,1967,1632,143000
4,1961,1622,168000
5,1976,1060,129900
5,1976,1142,134000
4,1972,1092,85500
4,1970,992,106500
4,1970,1092,93900
4,1970,1092,75000
4,1970,630,84500
4,1976,1092,75190
6,1976,1062,146800
5,1977,1008,153500
6,1977,1356,188000
5,1977,1676,196000
5,1977,1432,157000
5,1971,796,138000
5,1970,768,129500
4,1961,1608,80000
4,1982,845,129500
5,1976,1178,135000
5,1982,816,124500
5,1983,816,139000
5,1991,974,93500
5,1984,887,124500
6,1954,1293,149900
6,1956,1024,157500
5,1957,1797,169000
6,1957,1390,252000
7,1969,1851,192100
6,1997,1525,183500
7,1997,2236,222000
6,1995,1671,170000
6,1995,1498,187500
6,1996,1776,202000
6,1997,1511,185000
7,2005,2462,320000
7,2006,1670,240000
8,2005,2064,250000
8,2005,1801,239900
7,2005,2212,309000
7,2006,2021,274725
8,1994,2687,270000
6,1993,1169,183500
6,1993,1501,165600
7,1998,1632,176500
8,1987,1204,130000
7,1987,1767,239000
8,1985,1742,275000
9,2005,2798,457347
10,2006,3390,545224
9,2006,2473,356383
9,2005,2868,556581
8,2006,2576,361919
10,2006,2698,535000
9,2005,2795,401179
10,2006,2945,438780
5,1948,2320,169000
5,1955,1056,145000
9,2005,1714,318000
8,2005,1826,319000
9,2005,2000,470000
7,1984,1621,202500
7,1988,2183,229000
7,1977,2263,235000
6,1976,1574,190000
6,1980,1102,169000
7,1988,1872,241500
7,1978,1857,188900
6,1980,1686,207500
7,1978,2784,250000
6,1975,1552,179900
7,1976,1083,172000
7,2005,2318,294323
6,1975,1875,184500
5,1975,1074,153500
7,1976,1664,162900
6,1974,1309,181000
6,1974,1103,155000
5,1969,1096,138800
4,1970,864,116050
4,1971,858,88000
4,1971,874,97500
6,2002,1419,190000
6,1973,1092,105500
5,1973,1365,125500
6,1973,987,83000
6,1972,1030,116000
6,1971,1218,91500
6,1972,1218,118000
6,1972,948,89000
6,1972,1092,108000
6,1972,987,94500
6,1975,1069,146300
5,1967,1387,145000
5,1967,900,123000
7,1976,1055,137500
6,1976,1456,144000
9,2004,1980,315000
9,2006,2589,412083
9,2006,2596,342643
8,2004,1618,252000
10,2006,2076,465000
7,2006,1740,293000
9,2005,1868,415000
9,2004,1850,326000
8,2005,2376,325300
8,2004,2452,309000
9,2005,2206,300000
8,2005,2098,275500
9,2005,2091,338500
9,2005,2324,345000
8,2005,2253,344133
8,2006,2389,298236
8,2005,2358,329900
9,2003,1944,360000
8,2006,1970,281000
9,2005,1792,372397
9,2004,1780,378000
9,2003,1792,374000
9,2005,2728,437154
8,2005,1904,275000
8,2004,1914,279000
7,2005,1364,185850
9,2005,1565,282500
7,2005,1368,202500
7,2005,1368,202665
9,2006,1686,332200
9,2006,1666,310090
7,2003,1405,171750
6,2005,1316,169990
6,2005,1456,170440
7,2006,1492,169985
7,2006,1496,179665
7,2006,1863,219210
6,2006,1326,174190
6,2006,1456,172785
8,2004,2373,258000
7,2006,1492,185101
7,2006,1364,210250
7,2003,1557,234000
8,2003,1456,215000
7,2002,1511,246990
7,2004,1414,178740
7,2004,1548,225000
7,2005,1248,167240
7,2005,1142,156820
7,2005,1506,213490
8,2006,1567,264561
7,2006,1500,246578
5,2005,1838,192140
6,2002,1509,183200
8,2004,1414,178000
7,2004,1598,201490
8,2000,1936,230500
7,2003,1509,180000
6,2000,1664,172400
6,2000,1889,215000
7,1998,1886,199900
6,2000,1671,173000
7,2006,2322,287602
7,1999,2291,230000
8,1997,2392,348000
8,1998,1976,286000
8,2000,2234,300000
10,1995,3627,625000
9,2000,2855,405000
8,1998,1924,280000
8,1998,2263,258000
8,1995,2726,350000
9,1993,3500,584500
8,1994,2494,321000
8,1994,2526,290000
8,1993,2799,315000
8,2005,1964,252000
8,2006,1670,336820
8,2005,2097,423000
8,2006,1660,290000
7,2005,1616,232000
8,2006,1504,199000
8,2006,1278,198600
9,2006,2640,405749
8,2006,1489,232600
8,2006,1939,266000
7,2005,1553,186500
6,2005,1716,200825
7,2006,1576,197000
6,2006,1262,185000
7,2005,1266,176000
7,2006,1301,187750
6,2005,1142,139500
7,2005,1400,186800
6,2005,1131,132000
6,2005,1141,142500
6,2004,1158,158000
7,2005,1686,184000
7,2005,1585,184900
6,1997,1837,187000
6,1992,1603,175900
6,1992,1731,248500
6,1990,1398,172000
6,1991,1217,151000
6,1994,1320,150000
4,1966,1056,107000
5,1965,965,119900
5,1962,988,129500
5,1963,1728,125000
6,1977,1654,119500
5,1962,1211,144000
6,1977,1212,151000
5,1965,984,126000
5,1968,909,116000
5,1963,925,133500
5,1965,1024,120875
5,1965,935,137000
5,1964,912,124000
5,1961,1236,135000
5,1967,941,129200
7,1974,2646,260000
8,1991,2417,260000
8,1992,2826,334000
8,1993,2520,310000
7,1992,2295,268000
8,1994,1624,262000
7,2004,1143,176400
8,2005,1247,197000
7,2005,1200,151000
7,2005,1223,147400
7,2005,1223,149900
7,2005,1200,144152
6,2000,1524,166000
7,1999,1452,183900
7,2000,1382,165000
7,2003,1080,139000
7,1997,1694,200000
8,2001,1568,221000
8,1995,1494,270000
6,1977,1208,165000
8,1980,1235,214000
8,1980,1036,188000
8,1980,1226,190000
8,1978,1226,170000
9,1981,1842,385000
5,1972,1193,146500
7,1968,1920,170000
7,1968,2156,262500
6,1968,1416,179900
6,1968,2654,250000
6,1972,1790,165150
7,1967,1334,164500
7,1969,1164,140000
5,1967,980,135500
5,1968,1051,142000
5,1968,1770,155000
6,1968,976,157500
5,1968,1052,138500
5,1968,898,140000
5,1966,1051,124400
5,1967,1141,158000
5,1965,1200,146000
6,1971,1993,190000
5,1961,1050,136500
5,1958,864,129900
5,1959,1712,145000
6,1965,1565,185900
6,1964,1251,160000
6,1964,1488,167000
5,1964,1440,157500
6,1958,1095,140000
5,1958,1053,150000
5,1960,1248,151500
6,1934,816,129800
5,1954,1008,137000
5,1947,1043,137000
4,1946,1230,121600
4,1923,869,85500
4,1926,747,79900
5,1908,1252,127000
5,1961,1433,161000
5,1952,1624,146500
5,1951,1216,135000
5,1951,2136,137900
6,1941,1578,133000
5,1949,1728,137000
5,1954,936,121000
5,1967,1584,119000
6,1964,1246,172000
5,1961,1235,98600
7,1966,2157,226000
5,1954,1128,118000
8,1918,3112,235000
6,1963,1008,135000
